author,text,likeCount,publishedAt
@teddyb4168,"Excellent speech, thanks for sharing! Way to go Roger and class of 2024! Believe",0,2024-06-11T17:15:19Z
@halimunserbetta2813,Dr Roger,0,2024-06-11T17:10:31Z
@SAMeeru_,"Words from the Gospel of Mental strength <br><br>&quot;When you are playing a point, it has to be the most important thing in the world, and it is. But when it&#39;s behind you, it&#39;s &#39;behind you&#39;. This mindset is really crucial, because it fully commits you for the next point, and the next point after that, with intensity, clarity, and focus. Truth is, whatever game you play in life, sometimes you are going to lose a point, a match, a season, a job.<br><br>Negative energy, is wasted energy. You want to become master ar overcoming hard moments, that is, to me, a sign of champion&quot; 🏆",0,2024-06-11T17:09:30Z
@jgr5ster,Greatest human ❤❤❤,0,2024-06-11T17:08:53Z
@geniegenie321,I&#39;m  here because Ko @arthur 💙,0,2024-06-11T17:06:40Z
@patrick_pkp,"Could they not have staged it somewhere else? Much as I love Roger, am shocked that they thoughtlessly cut down a tree just so everyone could see the great man…",0,2024-06-11T17:06:36Z
@sahilraj754,Love from 🇮🇳,0,2024-06-11T17:04:38Z
@sahilraj754,Need for people like him😊,0,2024-06-11T17:04:20Z
@surbhi273,I feel he memorized it,0,2024-06-11T16:55:48Z
@adamweller1594,I have come to liking tennis recently in my life and was really in the moment of the big three. Rodger grace on the court is now teaching me how life is and to handle situations gracefully. Thank you Rodger I’ll always remember you and put this memory to action as I require grace in what Ian going through right now.,1,2024-06-11T16:53:33Z
@claudial.gonzalez4268,Being a good person all the time …On the courts and off the courts!❤❤❤,0,2024-06-11T16:49:00Z
@Planetgreen365,"When its behind you, its behind you.",0,2024-06-11T16:43:16Z
@rosalinkrieger3352,"Oh, the voice wobble at the end! Made me cry. What a blessing to be alive with Roger! Still teaching me after all these years.",7,2024-06-11T16:41:00Z
@kikstrisi,FedXpress all e way...GOAT!!!,0,2024-06-11T16:38:06Z
@matiasobandoruiz2842,I didn&#39;t know the evolution of the kids from the foundation. Great work buddy!,0,2024-06-11T16:28:17Z
@khusi462,"If ever I be in Switzerland 🇨🇭 with ma love and family I see you sir I would love to take your blessing by touching your feet I would be as loyal and dedicated to my work , loved ones as you be 🫶🏻🫶🏻🫶🏻❤️❤️🫡",0,2024-06-11T16:27:37Z
@davins90,number one...,0,2024-06-11T16:27:16Z
@jlo5248,Long live the king!,0,2024-06-11T16:19:47Z
@carloscamarena5617,👌👍💪🎾,0,2024-06-11T16:19:20Z
@ArkadyItkin,Just a &quot;slightly&quot; better commencement guest than Fauci and the likes of him (puke).,0,2024-06-11T16:17:52Z
@batmancr007,Won 54% of points but kept out working everyday to get to his 80% win rate,0,2024-06-11T16:12:57Z
@D.S.-uy7rb,"What&#39;s all the noise in the background ??? You&#39;ve got one of the GOATs in any sport, paying respect to your college  and you can&#39;t keep it cool for 25 min....?? Are you kiddin&#39; me ???",1,2024-06-11T16:12:49Z
@jatinv14,Forever GOAT ❤,0,2024-06-11T16:07:09Z
@andreavonruth7952,Eastern grip is the best! My grip! yeah!!,0,2024-06-11T16:03:16Z
@shermannreis3296,So much PERFECT!!!!!❤,0,2024-06-11T15:59:06Z
@jfer4394,"It&#39;s amazing how he spent the time to memorize his speech, Even at the end he cracked up. Such a genuine person and the GOAT of tennis.",1,2024-06-11T15:45:58Z
@ItsJustPreVR,gotta love the waste of time protestors in the back.,2,2024-06-11T15:45:02Z
@smitashenoy3621,Was reminded of Steve Jobs &#39; address at Stanford University ❤,0,2024-06-11T15:40:15Z
@hmbs1948,Amazing Roger Federer...sheer class in everything he does.,0,2024-06-11T15:37:27Z
@ramanin1281,"For me Roger is the GOAT among all the Sportsmen ever played in this world. He is not the GOAT because oof his immaculate Tennis but his on court and off court behaviour, his respect for other players, ball boys, Umpires and his fans. I haven&#39;t seen him rant or behave rudely even if a point was stolen from him. His respect and affection for his coaches, trainers etc is awesome. Last but not the least his love for his family- Mika and 4 adorable kids is amazingly beautiful. All in all it is very rarely we see a true  example of a Perfect Gentleman and we see that in Roger. I am choked with emotions penning down this on the ONE AND ONLY ROGER FEDERER. ❤❤❤❤❤❤",1,2024-06-11T15:34:46Z
@isabellasmith8377,So lucky to be graced by Roger’s presence. Hewill always be my GOAT no matter what,4,2024-06-11T15:31:27Z
@petergreen5940,He belongs to Hollywood,0,2024-06-11T15:30:25Z
@petergreen5940,MR PC - never said anything interesting in his life!,0,2024-06-11T15:29:24Z
@casperforever4457,such an amazing person ❤️,0,2024-06-11T15:14:56Z
@mdbayezidislam1669,One of the best commencement speeches that I have ever heard!,1,2024-06-11T15:13:28Z
@antonitobendrito2243,What am I even watching???,0,2024-06-11T15:06:25Z
@1012pear,❤❤❤,0,2024-06-11T15:06:18Z
@arthurmafaldo7776,THE BEST EVER,0,2024-06-11T15:05:29Z
@SantiagoRamirez-cr5tv,He is the fcking best,0,2024-06-11T15:05:21Z
@patriciaardila5601,"Besides its content and delivery, this speech is so remarkable because:<br>He only spoke about what he knows --tennis and life<br>He acknowledges his own flaws  --bad temper, poor discipline as a youngster...<br>He is able to make fun of himself --I am a &quot;Doctor&quot; who never wento to college<br>This are all signs of a pretty amazing human being.",16,2024-06-11T15:05:17Z
@user-ni8rl6pf4q,Novak Djokovic would have given a much better speech.,0,2024-06-11T15:04:43Z
@j10001,He makes speaking well look easy,0,2024-06-11T15:03:02Z
@sandrasweeb8863,Always a reason to love this great MAN  even more ❤❤❤❤,0,2024-06-11T14:57:31Z
@ScalperSpecltr,WTf is the background screams! F no respect!,1,2024-06-11T14:53:09Z
@paulomarcal4418,Beautiful lessons!,0,2024-06-11T14:50:48Z
@AntonyYiu,What is the shouting in the background?,0,2024-06-11T14:49:39Z
@TJ-ml4oy,My GOAT,1,2024-06-11T14:48:01Z
@CharlesStettler-kp4ot,just swiss...❤,0,2024-06-11T14:45:04Z
@ChesscomIndia,Legend &lt;3,1,2024-06-11T14:43:39Z
@coulie27,Great speech !,0,2024-06-11T14:42:42Z
@TorMax9,"Roger speaks some eight languages. His first language is Swiss-German, and is also fluent in High German, French and English. He speaks some Italian, Spanish and Swedish and, as his mother is South African, some Afrikaans.",1,2024-06-11T14:38:21Z
@adrianoribeiro1449,GOAT 🖤,1,2024-06-11T14:34:35Z
@ndnboy2004,what the hell is all that background noise when the GOAT is speaking???,4,2024-06-11T14:31:55Z
@Meena-hv4lq,"Now this is a commencement speech to remember! Looked him up, what a great human being he is! Beautiful speech, thought provoking, not pandering to hate or any other nonsense.",15,2024-06-11T14:27:28Z
@rolandnelson6722,Protestors forgot the first rule of protesting <br>Inconvenience yourself: not others .,1,2024-06-11T14:24:17Z
@falsealarm4,"Best honouree commencement speech I’ve heard in a while.  Kind of biased as he’s my tennis goat, but it’s pretty on point (pun intended)",0,2024-06-11T14:10:08Z
@arulmozhib6129,Excellent Speech 👏👏,0,2024-06-11T14:06:52Z
@rostislavpetrenko8578,for an average speaker he played one hell of tennis!,0,2024-06-11T13:54:20Z
@johnjacob413,It is a remarkable speech. This speech should be relayed at almost all the undergraduate colleges all over the world.Great going.A person to be admired . An yardstick. A Benchmark.,9,2024-06-11T13:48:23Z
@maymay001,what does beer pong mean?,0,2024-06-11T13:46:30Z
@rogerfederer9523,we need more Roger Federers in the world.,0,2024-06-11T13:40:09Z
@SequoiaCrown,A-1 seeded!,0,2024-06-11T13:36:52Z
@sloveniaizola3686,In the background protest for palestine.....what a shame hahaha,1,2024-06-11T13:35:54Z
@ljacobs357,"Unlike many tennis champions, he has always been a class act.",0,2024-06-11T13:30:41Z
@deuxjohn1,i wish he could have such a speech in Swiss universities 😅,0,2024-06-11T13:20:19Z
@TheHenMen,He was choking up at the end and about to tear up :’),0,2024-06-11T13:17:30Z
@shirnaliable,"Greatest human being!, both on and off court. His contributions for providing quality education to deserving children stands at much higher level than the great victories he had on the courts. Salute the legend.",0,2024-06-11T13:16:19Z
@madnax4594,Biggest Lesson: How to get diplomas? Money + fame.,0,2024-06-11T13:15:05Z
@atharvajamdade6181,Incredible life lessons. Thank You sir Roger!! grateful to hear this.,0,2024-06-11T13:13:35Z
@SepidehPourakbar-pm8xt,I&#39;m all praise for him❤,1,2024-06-11T13:12:29Z
@raffaelecastagnozzi2835,"Roger è l&#39;incarnazione della &quot;grande bellezza&quot;. Ha mostrato al mondo che giocare a tennis o fare l&#39;infermiere o insegnare o costruire case o qualsiasi cosa potrai fare è importante solo se ognuno di noi lo fa con passione, gentilezza e rispetto degli altri. Allora qualsiasi mestiere, qualsiasi gesto può diventare un capolavoro, un&#39;opera d&#39;arte: la grande bellezza appunto. Lunga vita Roger, lunga e serena vita. (Roger is the embodiment of &quot;great beauty&quot;. He showed the world that playing tennis or being a nurse or teaching or building houses or whatever you might do is only important if each of us does it with passion, kindness and respect for others. Then any craft, any gesture can become a masterpiece, a work of art: great beauty indeed. Long live Roger, long and peaceful life). Lello Castagnozzi",0,2024-06-11T13:10:46Z
@MaverickTomcat69,PMSL Joker is universally disliked! Fed However ... GOAT GOAT!,0,2024-06-11T13:04:27Z
@AznijarAhmadYazid,"Imho, the real GOAT.",0,2024-06-11T12:58:05Z
@parkjoe1,"Bravo Roger, GOAT<br>and Congrats to the Grads of 2024",0,2024-06-11T12:57:46Z
@beerman204,We need leaders like this ...,1,2024-06-11T12:57:10Z
@daveolafsson2017,Awesome ...,0,2024-06-11T12:43:07Z
@mafesanabria24,Not me crying through the whole speech. RF is the biggest persone out there!! ❤❤,0,2024-06-11T12:42:04Z
@enricooppes9062,Give more degrees to this man...thank you Roger,0,2024-06-11T12:34:43Z
@pepebruno1672,"<a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=933"">15:33</a> FO",0,2024-06-11T12:30:17Z
@ryosuke964,Thank you Dartmouth for the gift this Tuesday morning❤,4,2024-06-11T12:20:23Z
@chanjiewan6823,The way he explained the 2008 final and how the match against rafa at the French Open really affected him. He only really believed that he could beat Rafa until late in his career. A mental block is a hell of the thing. It can cripple anyone. Love you Fed,3,2024-06-11T12:17:28Z
@Faruk_Abdagic,Tennis proffesor..,0,2024-06-11T12:09:38Z
@jeanheekang2682,Wow!!! Wow!! What an awesome speech!!!,0,2024-06-11T12:09:10Z
@solanki_bhavi,"His humble speech made me speechless! Real respect for The Tennis Legend! Always look forward to him on how to solve Problems in Life and oneself to move ahead! How to make our own weakness, our greatest Strength is to learn from him! Thanks alot for the wonderful words!",0,2024-06-11T12:03:31Z
@TheShreerang,"Incredible sights , my respect for him keeps on increasing even post his retirement",0,2024-06-11T11:56:21Z
@andrewpenullar3934,very nice speech/wow,0,2024-06-11T11:52:39Z
@shivanand5702,Roger that! 😎,0,2024-06-11T11:51:52Z
@janh-r8h,Very good speech. Congrats Roger.❤,0,2024-06-11T11:48:10Z
@JaredDorfman,THE Greatest.,1,2024-06-11T11:44:22Z
@BlaseAnDerHand,"For all wondering what the background noises are. I believe this is the noise of the Freedom Demonstration for Palestine. A shame they didn&#39;t not turn down the volume down and respected this event more.<br>Roger is one of the GOATs.<br>Edit: <a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=563"">9:23</a> was the clearest i heard the chants.",5,2024-06-11T11:44:15Z
@Japan_Mountain,神,0,2024-06-11T11:43:46Z
@sshoaib11,So much better than that jerk Jerry Seinfeld,0,2024-06-11T11:43:01Z
@rejijai9120,even the best only get it right 50% of the time…,0,2024-06-11T11:36:21Z
@moulimarur,what humility. and blunt honesty! i have a new respect for the man.,1,2024-06-11T11:34:31Z
@speckofdust21,"Whatever game you choose, give it your best, go for your shots, play free and be kind to each other",1,2024-06-11T11:31:34Z
@eternalexpansion7868,"<a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=780"">13:00</a>",0,2024-06-11T11:21:41Z
@rohan_tyagi_,"<a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=350"">5:50</a>",0,2024-06-11T11:09:43Z
@therealbs2000,IT IS NOT A FEDERER SPEECH UNLESS HE BLUBBERS AT THE END,0,2024-06-11T11:04:47Z
@Ajit20366,Goosebumps listening to this legend! A man we see maybe once in our lifetime that too if we are lucky!,0,2024-06-11T10:54:56Z
@kedardgr8,"I think after Steve Job&#39;s epic Stanford University speech, this speech by Roger Federer will also be equally hailed for amazing life lessons. 🐐for a reason 😇🙌",0,2024-06-11T10:53:09Z
@Emolga6274,I think if Roger stood a few feet further back on serve return he can still compete today . Look how far back Alcaraz stands,0,2024-06-11T10:44:59Z
@tommasosarri9680,"Roger again? What a boring thing. He&#39;s really  everywhere. It&#39;s enough. I&#39;ve had It. Ok, he was great and so on but let us &#39;rest in peace without seeing him appearing in every contest. Who cares?",0,2024-06-11T10:21:40Z
@pathombhorn288,Many thanks for good word,1,2024-06-11T10:10:26Z
@CallisDmello,"I love you roger😭❤️, thank you for everything",0,2024-06-11T10:05:19Z
@dcd_music,A meaningful speech from a brilliant person! Thank you Roger for sharing your lessons and experience with us! I&#39;ll definitely be coming back to rewatch this in the future.,0,2024-06-11T10:02:21Z
