author,text,likeCount,publishedAt
@JoaquimGonsalves,"<a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=565"">9:25</a> &quot;Yes, talent matters. I&#39;m not going to tell you it doesn&#39;t. But Talent has a broad definition. Most of the time its not about having a gift. Its about having grit.&quot;<br>- Roger Federer.<br>Bravo!!",9,2024-06-12T17:57:57Z
@JoaquimGonsalves,"Praise God for making him so wise. Heck yes, discipline and managing one&#39;s life in a healthy and productive way is certainly a talent. Thank you Roger!!",0,2024-06-12T17:55:58Z
@TheHardikupadhyay87,did he remember all 25mins speech ?,0,2024-06-12T17:55:46Z
@JoaquimGonsalves,He actually said sorry just for saying &#39;he used to swear.&#39; Really refreshing to hear hugely successful people like him know that swearing is not good. Setting a very good example in this world of useless trends and social media validation seekers.,2,2024-06-12T17:52:49Z
@JoaquimGonsalves,I&#39;m not into his sport but didn&#39;t realize he&#39;s also got a funny bone and he&#39;s quite witty too! What a privilege to be alive the same time as such amazing talents btw. May we all have more such inspiring people. World has way too many fools making country wide decisions these days.,0,2024-06-12T17:47:42Z
@RuwndarBoy,"I smiled for the whole 25 minutes, looking like an idiot.. and now, my jaws hurt.. 😀😀😀",1,2024-06-12T17:00:38Z
@swisscanuck,"Rogers voice cracked at his last remark to wish a terrific class of 2024! Great speech. Good Luck and wise words, Roger ❤",3,2024-06-12T16:46:22Z
@pathomthavaradhara,"I have followed his career, didn’t know he is a good speaker too, congratulations Roger.",1,2024-06-12T16:24:58Z
@souravmukherjee8828,Who are those idiots  shouting during the speech?,4,2024-06-12T16:23:37Z
@badrinarayanb3140,"RF, that Italian opponent didn&#39;t know that you would be the favourite not just for two hours, but for almost two decades!! Anyway, you have nailed your speech, RF!! Forever your proud fan!!❤️🙏😀",3,2024-06-12T16:11:05Z
@BUY_YOUTUB_VIEWS.800,Your video inspired me to take action and make positive changes in my life. Thank you for the motivation.,1,2024-06-12T16:07:28Z
@sauravsarmah5207,Incredible.,0,2024-06-12T16:04:21Z
@girishnachane856,"Effortless is Myth. But Roger is Reality.<br><br>Man Man Man.   What a Speach. Your every action win our hearts.  We have heard every word of Speach. Thats why your are The GOAT, The KING, For us and will always.<br><br>Heartiest Congratulations for one more Grand (Education) slam. Love to see you in this. Thank you Dartmouth for honouring our Hero❤❤",18,2024-06-12T15:58:11Z
@namrinb,Very impressive to say it all without looking at a note 😮. I always notice he has a great memory especially his own score and stats. I don&#39;t even remember my score last week 😅,1,2024-06-12T15:55:00Z
@constanzaoliveros7931,He is the person I admire the most. He teaches with his lifestyle. He is a rolemodel. I love you Roger. God bless you❤,3,2024-06-12T15:51:55Z
@BeatrizRaggio,"Un distinto, una persona con valores y principios. Por muchos mas videos así del gigante y mundial Roger Federer 🌍",1,2024-06-12T15:51:20Z
@andrewmay1171,What&#39;s the annoying noise in the background?,2,2024-06-12T15:44:54Z
@gerasrobledo5020,Y no esta leyendo 😮....palabras del corazon. Un gran SER HUMANO ❤🎉🎉🎉,1,2024-06-12T15:16:06Z
@AlexandreSa1,The Legend and the GOAT.<br>What an human being,4,2024-06-12T15:08:36Z
@jsmonges,"Such a positive and humble man!   Thanks for your super career Roger, and your wisdom here at this commencement!",3,2024-06-12T15:07:52Z
@DollySeguin-fn8rh,Roger we are sooo proud of you (from Switzerland) you still the best person we never met love you so much ❤<br>You really deserve this title of Doctor of humane letters degree congratulations 😊<br>You speech is very touching ! Amazing how comfortable you are this is not obvious ! <br>Only Roger Federer is capable of that: be comfortable every where .<br>Thank you Roger for all valuable lessons,7,2024-06-12T14:50:26Z
@MAgaSUXX,"Roger is one of my favorite human beings. It’s fun to list the top five humans male and five female… After spending a lot of time he was in my top five. Of the males, Paul McCartney, Barack Obama, Michael Jordan, and Willie Nelson👀",1,2024-06-12T14:42:58Z
@Andrechojh,"Hi Roger, I know you&#39;re reading this. How about you contact me and we talk? How would you like the title: Mr. World President Sir. Contact me, let&#39;s talk. I&#39;d also like to ask you about the sceptres, I want one of those!",1,2024-06-12T14:34:27Z
@jbrkjferkjbekjb,"Amazing that they invited Roger to give a speech like this, people who have made their mark without necessarily having a college degree. It’s a testament to the graduates that life and success are so much more than just graduating from college. He’s clearly a smart man and doesn’t even need to refer to the script.",2,2024-06-12T13:42:49Z
@saumenroy8710,"This is actually a life lesson and also a poetry in its choice of words.May be it was all written up beforehand, but what Roger served in forehand, was amazing!!!",2,2024-06-12T13:42:25Z
@Bhavik630,"I am a simple man.. I see Dr. Roger, I click.",1,2024-06-12T13:40:58Z
@cnnlakshmen3444,Roger is always a class on his own. What a speech!,3,2024-06-12T13:24:48Z
@steffikordy5302,"A class act. So many great points made (pun intended)! Especially that when one point ends, a new one starts and requires the utmost attention. I think if you try to live every moment to the fullest, this is a good life lesson to follow.",0,2024-06-12T13:23:51Z
@AMBSGMBA2020,This is one of the best speeches I have ever heard!!,1,2024-06-12T13:18:21Z
@brunogennari6251,GOAT,2,2024-06-12T13:16:57Z
@shekharkalra1314,Incredible. Probably gonna come back to this every year.,1,2024-06-12T12:47:44Z
@intrepidtraveller8212,"What a fantastic, positive and motivating speech",1,2024-06-12T12:47:00Z
@gabriellechung356,What a beautiful human being. He’s a winner in life and a great example to many. Dartmouth hit a grand slam by inviting him to speak.,23,2024-06-12T12:45:04Z
@Exisentialist05,"You could see the moment he got emotional particularly with the mention of his wife and family. Above all else, relationships are the essence of life. Roger is a true legend of tennis and life.",1,2024-06-12T12:31:50Z
@dt4684,😊❤,0,2024-06-12T12:31:37Z
@anantsky,Forget the lessons. The ONLY secret to Roger&#39;s success is Meditation &amp; understanding of the game. Period.,0,2024-06-12T12:28:46Z
@SeanKernan,Who is the obnoxious person talking in the background? So annoying.,0,2024-06-12T12:15:29Z
@pallavidas9099,And this is how you motivate people on graduation day. Someone should take notes. Iykyk. 👁👁,0,2024-06-12T12:04:52Z
@mamadoujr9085,Feel like im healing with his words 😢,0,2024-06-12T12:00:15Z
@berchtfa,And he said he wasnt good in talking! What a man!,1,2024-06-12T11:53:45Z
@boogiesthetics,Proud 🎉,1,2024-06-12T11:32:08Z
@Ciccio_83,Simply the GOAT on and off the court 💚👏,1,2024-06-12T11:20:09Z
@todafett5865,Shame that idiot in the background,1,2024-06-12T10:29:53Z
@baboyedia3951,Very inspiring speech,1,2024-06-12T10:08:25Z
@BargenMusic,How can you disrespect such a legend with that fucking MEGAPHONE.,1,2024-06-12T09:48:35Z
@chiranjibmukhopadhyay5462,He truly is the greatest of all time!,4,2024-06-12T09:37:15Z
@collinsmwangi3744,He talks with simplicity while drawing inspiration- that&#39;s talent beyond the court. I have enjoyed listening to him and saving this speech for my kids to listen to. No wonder he was always a popular player and now I see why. The world couldn&#39;t ask for a better role model. Thank you for posting!,2,2024-06-12T09:26:14Z
@echoval2903,"This is really amazing, that&#39;s how a TED conference from Roger would look like! Trully inspiring, wow just made my day!!",1,2024-06-12T09:22:34Z
@mayankpc,❤,0,2024-06-12T09:12:22Z
@fc4660,I saw a documentary recently his parents saying that when he was a teenager his temper was a big issue. I couldn’t imagine! What a transformation. He is a master.,3,2024-06-12T08:54:49Z
@AkiraTang1,And that is why we all love Roger Federer. The true goat on and off the court.,2,2024-06-12T08:53:03Z
@mexicandream8027,Negative energy is wasted energy. ❤,0,2024-06-12T08:51:54Z
@elham.p.mohammadi,"Awesome speech. It&#39;s pure gold. Thank you for being such an inspiration, Roger. ❤❤",1,2024-06-12T08:46:35Z
@anilbmurthy8230,"Double doctorate,  Dr. Roger Federer! Hats off !!",3,2024-06-12T08:40:12Z
@ashishkatiyar4240,Congratulations Dr retired tennis player 😂😂😂😂❤❤,1,2024-06-12T08:33:18Z
@BelindaEmanuel,Botox!!!!!,0,2024-06-12T08:32:53Z
@edreams11,"If i were a faculty member there, i would dibs on his tennis racquet!",0,2024-06-12T08:08:58Z
@levifromthehood,"He might not be the tennis player with the most GS anymore, but he&#39;s certainly the GOAT - and not just in tennis.",1,2024-06-12T08:06:19Z
@pistolero66,"Was he reading from a screen? It&#39;s impossible to recite a 25min speech without interruption. Anyway thanks Roger, you&#39;re such a humble person. And another thing i liked the free Palestine protest sound in the beginning ❤",1,2024-06-12T07:52:02Z
@lillyv9430,Imagine being a doctor as a side quest 😂,0,2024-06-12T07:46:29Z
@mangrovebenzel,"I love Federer. But we should know: Federer once was asked if he knows who the most famous psychologist in history, Dr. Sigmund Freud, was. He has never heard that name. Now he is a Dr. himself. So nowadays in order to become a doctor one just has to be really good in whatever. Whatever.",0,2024-06-12T07:37:47Z
@bennet79,Be kind to each other...❤,2,2024-06-12T07:14:13Z
@ktiwari31,❤,0,2024-06-12T07:09:55Z
@tanushtej,My goat❤️RF,1,2024-06-12T06:48:10Z
@JHILMIL99,Just Amazing.  These words are blessing.  Love him Respect him Admire him he is just one of the best there could ever be,1,2024-06-12T06:30:39Z
@ColinUnderwood,Noisy people in background. Flip! <br>Congrats Roger!,1,2024-06-12T06:25:42Z
@franniebelle97,"Always well spoken, calm and collected - even during the rude Jack hole pro Palestinian protestors in background.   I’d be pissed if I was there.",5,2024-06-12T06:24:21Z
@DonataB2,"What an insightful talk. Crucial life lessons for everyone. No matter what you do, your talents, location, origins !",1,2024-06-12T06:20:28Z
@GeorgeCollins-to3po,3.50pm. Again shows why he is so loved. A fully rounded human being.,2,2024-06-12T05:49:07Z
@br5448,"super kind person, respect to you. Had the luck to meet Fed a few times and he is ever so kind and normal",1,2024-06-12T05:40:58Z
@gayathris2108,Efortless is a myth .. To hear it from From Fedrer  ... makes you realise what does it take to be GOAT.  Great lessons to cherish 👌,2,2024-06-12T05:37:03Z
@blesseni,Beautifully stated. when a life speaks in 25 minutes!!,1,2024-06-12T05:35:04Z
@SelinaLo-dn3sw,Such eloquence from someone one who left school at 16!  These kids should be in awe.  His talent is way beyond tennis 🤩❤🫡,4,2024-06-12T05:32:35Z
@subramanianrs318,"Roger - the most humble, talented, articulate GOAT - on and off court 🌟",3,2024-06-12T05:05:19Z
@meeramurli,Roger is peRFect Roger is tennis,1,2024-06-12T04:41:18Z
@bhavanabhalla6292,❤❤❤❤❤,0,2024-06-12T04:35:04Z
@Jonathan544200,"Amzing speech he must start doing ted talks, seriously and retirement has never and wont ever fit him,, he belongs to the courts",1,2024-06-12T04:21:58Z
@AyushKumarSinha,What&#39;s the shouting throughout at the back??,1,2024-06-12T03:49:19Z
@sailcyhk4544,"Let You &amp; Me keep listening… <br>really keep learning from him<br>with his constant kindness <br>his forever courageous<br>his family-spirit with teammates<br>his discipline merging his mental-discipline <br>his way to try not to lose<br>his way to learn his cool<br>his way to make many differences<br>his way just to inspire global hearts<br>for most importantly be kind to each other… <br>is the key message to the hearts of our whole world now…<br>as dated today Tuesday 11 June 2024!!!<br>🙏🙏😌😌 <br>keeplearningcynth<br>(in tears full 25min- HKT2328pm110624)<br><br>&lt;no arguments no fightings <br>no violence no more war please! 🙏😌c&gt;",0,2024-06-12T03:48:21Z
@sailcyhk4544,"Let You &amp; Me keep listening… <br>really keep learning from him<br>with his constant kindness <br>his forever courageous<br>his family-spirit with teammates<br>his discipline merging his mental-discipline <br>his way to try not to lose<br>his way to learn his cool<br>his way to make many differences<br>his way just to inspire global hearts<br>for most importantly be kind to each other… <br>is the key message to the hearts of our whole world now…<br>as dated today Tuesday 11 June 2024!!!<br>🙏🙏😌😌 <br>keeplearningcynth<br>( in tears full 25min- HKT2328pm110624 )<br><br>&lt; no arguments no fighting no violence no more war please!!! 🙏😌c &gt;",0,2024-06-12T03:46:52Z
@acenetdominguez2448,❤,0,2024-06-12T03:44:22Z
@gustavodejesus4905,"His eastern forehand is legendary! The best ever in my opinion. That&#39;s the same grip I use because I never felt comfortable with the other forehand grips that the pros are using in the modern tennis!<br>Thanks for the memories, Roger! Sorry... I mean Doctor Roger.",3,2024-06-12T03:40:02Z
@Game-Set-Match,RF for life 💯,1,2024-06-12T03:34:39Z
@ForasteroCosmico,"Es un discurso para escuchar mil veces. Cuando una persona ha aprendido mucho y es valiosa, se nota. Si Roger logra plasmar en un libro este discurso, definitivamente será uno de mis favoritos.",1,2024-06-12T03:27:07Z
@UmarA.Hussain,I can hear the 🇵🇸 chants in the background,0,2024-06-12T03:18:29Z
@sylviagamez8243,"You Are Incredible, no words to describe you Dr Roger👏👏👏",1,2024-06-12T03:06:13Z
@mjkemp123,Good speech but Djokovic is still the GOAT🐐. Federer misses the limelight now he is trying to stay relevant.,1,2024-06-12T02:55:21Z
@drsheiba5644,Inspiring 🙏,2,2024-06-12T02:55:11Z
@ZenZill,"Federer is one of the greatest athletes ever to exist, his wisdom off the court is equally as strong and stylish, what a great speech!",2,2024-06-12T02:45:18Z
@jorgebenette2045,Who the fuck is screaming in the background,1,2024-06-12T02:41:53Z
@r0N1n_SD,Pure class ❤ Just simply stunning ❤,1,2024-06-12T02:31:10Z
@geza1014,God those pathetic protestors always trying to disrupt,2,2024-06-12T02:24:35Z
@rameshvenkat20,"On retirement. We always imply that we retire “from” something. And hence we are giving up. There is a sense of loss. What I have learnt to rejig this to say I am retiring “TO”” something. It changes perception and attitude to one of newness, anticipation, excitement….",0,2024-06-12T02:17:30Z
@josth9514,"Roger Federer is considered by many to be the GOAT even though he doesn&#39;t hold the most records. His outstanding technique and versatility on the court make him unique, much like Muhammad Ali in boxing. Both legends have shown that true champions are defined by their values and commitment to others. Both legends have touched, inspired and earned respect far beyond their sport through their personalities and influence.",6,2024-06-12T02:16:24Z
@josth9514,"Roger Federer is not only an exceptional tennis player, but also a symbol of elegance and grace in sport. His inimitable technique and fair sportsmanship have inspired generations and left a lasting mark on the sport of tennis. Although he no longer holds the most records, he is still considered by many to be the GOAT, as he has enriched the sport in a unique way through his style of play and his personality. Federer has managed to carry his numerous successes with humility and humanity, making him a role model both on and off the court. After his career ended, I stopped watching tennis, because somehow tennis wasn&#39;t the same without him. Roger Federer&#39;s legacy will live on not only through his impressive victories, but also through his values and character.",134,2024-06-12T02:03:36Z
@justiceleagueaj,Effortless...is how I&#39;d describe Djokovic surpassing your slam count and becoming the GOAT. 😂,0,2024-06-12T02:02:14Z
@herb601,"That friends is what you call a &#39;class act&#39;. On the court and off, none better.",0,2024-06-12T01:59:25Z
@jwongsm,Congratulations Thank you Dr. R Federer❤,1,2024-06-12T01:51:08Z
@anantaakansh,Can&#39;t wait for this to be an MBA pre-read 😂,2,2024-06-12T01:49:37Z
@Prithviization,Naaahh.. Conan was better. Sorry 🥲,0,2024-06-12T01:16:09Z
@alejandrovalencia2922,Proof that you don&#39;t have to be GOAT to be the GOAT,0,2024-06-12T01:13:10Z
@seetharamankalyan,What a speech. He was eloquent,1,2024-06-12T01:06:18Z
@zhuuman,Whats with the tree stump?,0,2024-06-12T01:06:00Z
@Shy-807,"First time hearing that discipline is a talent, patience is a talent. I completely agree.",1,2024-06-12T01:00:32Z
@andreiamakaron1777,amazing speech,0,2024-06-12T00:57:48Z
@cldbrbn6070,Is it a precondition of doing commencement speakers to give a numbered list?,0,2024-06-12T00:53:07Z
@victormonsalve4627,I don&#39;t know how many times I wanted to push the &quot;like&quot; button. The best words from the best in and out of the court,0,2024-06-12T00:48:00Z
@TRUTHorSTFU,Why the hell is Federer still relevant?!,0,2024-06-12T00:42:35Z
@cristinavillamil4225,Touching 😢.  This 🌎 is a better place with beings like you Roger God bless you and your family. Dartmouth Graduates love your life  and in each breath try to be better.  Congratulations 🙏🏼🙌🏼🙏🏼,0,2024-06-12T00:42:02Z
@DwayneJohnsonCochran,"Teared up listening to the master of the court. Wonderful, Roger.",1,2024-06-12T00:36:09Z
@rallaire,Dr. Roger!!,0,2024-06-12T00:26:34Z
@Gabriel-rb1zk,"What a disrespect with so incredible speech, the noise in the back while Roger lecture it is a embarrassing thing. 😢",0,2024-06-12T00:25:58Z
@mauriciolopes347,"Incredible!! Congrats to everyone! Roger, the goat, what a speech! So good ...",0,2024-06-12T00:25:53Z
@luisfevel,"<a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=364"">6:04</a>: lesson 1 &quot;effortless is a myth&quot;<br><a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=622"">10:22</a> lesson 2 &quot;it&#39;s only a point&quot;<br><a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=940"">15:40</a> lesson 3 &quot;life is bigger than the court&quot;<br>extra:<br><a href=""https://www.youtube.com/watch?v=pqWUuYTcG-o&amp;t=890"">14:50</a> &quot;Negative energy is wasted energy. Become a master at overcoming hard moments, that is the sign of a champion&quot;",1,2024-06-12T00:25:09Z
@dashcan8479,Roger = All Class,0,2024-06-12T00:18:31Z
@1vegasdood,Roger is more than the Imperial Wizard of Tennis.  A gentleman all gentleman and woman can aspire to.,0,2024-06-12T00:03:45Z
@johannarichter5500,Beer pong  😂😂🙃  Federer,0,2024-06-11T23:47:27Z
@rodmir96,"The Swiss Master🇨🇭, anyone would ever play tennis with such classy and elegance",0,2024-06-11T23:47:04Z
@ladyashephd727,"We love Roger Federer and, Switzerland sending my child to JFK and Le Rose in Gstaad.  May his influence always reigning throughout the World.",0,2024-06-11T22:49:11Z
@hannahcalpe5992,"What can he NOT do?? Amazing speech, the class of 2024 are so blessed to have him give their grad speech. Inspiring as always! 💜",0,2024-06-11T22:34:39Z
@SAURABHKUMAR-uk5gg,"He is one of the greatest of tennis players but he would also be known as one of the greatest person to ever play the game. <br>Thanks Roger for your speech, the class of Dartmouth 2024 is blessed to listen to you live 💯!!",1,2024-06-11T22:28:58Z
@robertoantonio397,Doctor Roger how about that!!!<br>Congrats ti the goat!!!,0,2024-06-11T22:20:15Z
@bestebassist,"From 13.27 on, very interesting &#39;point&#39;. He was 80% of his singles matches in his career, but with only 54% of won points. What he tells next is a big lesson about loosing points, sets, matches etc.",0,2024-06-11T22:06:48Z
@williamdavis7432,"How kind &amp; thoughtful of the Dartmouth community to have, as its 2024 commencement speaker, this great &amp; humble celebrity of international sport, Roger Federer. Roger&#39;s been through innumerable battles, just as everyone else has been (starting out in life as a microscopic zygote). He&#39;s thankful beyond words for all the nurture he&#39;s received - which has given him the skills, perspectives, &amp; personal &amp; professional rewards that are now his to treasure &amp; enjoy. May the good Lord bless Dartmouth&#39;s Class of 2024 (&amp; maybe all of the rest of us too) with continuing nurture, &amp; with the grit, vision, &amp; determination like Roger&#39;s to make of that nurture the very best we can!",2,2024-06-11T21:55:20Z
@PiyushKhosla,Great Tennis Lessons. Roger that 👌,0,2024-06-11T21:54:39Z
@javagirl,Eloquent speech for a guy who never went to college. Shows how well he has developed himself and on many levels.  Too bad the crowd didn’t applaud more. Hopefully they will view this several times in the future and appreciate it more.,1,2024-06-11T21:38:17Z
@muratonhon1709,"I am in tears. Thank you Roger, for being who you are. Dreaming to see you one day!",1,2024-06-11T21:34:36Z
@theFedHD,the majority of these americans didn&#39;t have a clue on who he is probably lol,0,2024-06-11T21:33:50Z
@sicunchen6621,what&#39;s the background noise??,0,2024-06-11T21:27:45Z
@tmclean9,"Great thoughts from one of the best!  I will never forget watching Roger play at the Australian Open in 2005.  Yes, he made it look easy.",1,2024-06-11T21:26:41Z
@prafulraj8748,Great Speech Roger ❤,1,2024-06-11T21:21:43Z
@ricardoduquecastrillon827,Por algo será que lo admiramos tanto..,0,2024-06-11T21:15:03Z
@jkrasney1,"An excellent commencement address on &quot;The Green.&quot; Dr. Federer shared his &quot;tennis lessons&quot; with the graduating class of 2024. Roger even showed the class the correct way to use a forehand and a backhand. Seriously, Roger was gracious, passionate and self deprecating with the humor addressed at himself. And apparently, Wimbledon did come to Hanover, as during the graduation ceremony, it was raining. &quot;Effortless is a myth.&quot;  &quot;Discipline, Patience, Trusting yourself, Loving the process, managing life and managing process are talents.&quot; and &quot;Talent is not enough.&quot;",11,2024-06-11T21:01:19Z
@candidissues,He is almost perfect my goodness. Everything classy❤,1,2024-06-11T21:01:07Z
@simonesecchiero3997,best human being ever,2,2024-06-11T20:59:57Z
@shipwreck8847,"Just so these kids know that this &quot;federer guy&quot; is a pretty big deal.  In 2 day&#39;s he&#39;s already racked up 549,000+ views.  And commencement speeches by Jerry Seinfeld and Tom Hanks are at 800,000.  Not bad for some guy that they seem barely interested in.  And just to clarify to those who attended, Federer is a sports legend and an Icon.  You guys sat through him like he was a substitute teacher.  SMH",3,2024-06-11T20:49:24Z
@cobrakaiX,This guy has all the money and time in the world but CHOOSES to give a speech at college. Crazy. Public speaking would not fall on my list of priorities. I’ll be at the beach or tucked in the woods somewhere.,0,2024-06-11T20:46:45Z
@Peter.Bolliger,What an amazing speech! ❤,1,2024-06-11T20:43:26Z
@JohnDoe-xu2vx,Refreshing not having any idiot protestors interrupting the speech.,1,2024-06-11T20:41:51Z
@JohnDoe-xu2vx,My knee replacement surgeon played on the Dartmouth football team....beautiful school,2,2024-06-11T20:40:46Z
@JohnDoe-xu2vx,Rodger is/was such an elegant player and person......exudes so much class,1,2024-06-11T20:38:39Z
@yessir8089,&quot;Belief in yourself has to be earned&quot;.,0,2024-06-11T20:34:57Z
@jh7100,"The G.O.A.T. Congratulations, Roger! Great speech!❤🎉😊",1,2024-06-11T20:09:44Z
@marcosangelini8999,He is so good! Roger the GOAT in every aspect!,1,2024-06-11T20:09:25Z
@pablocapurro1524,"Come on Roger, you’re also a terrific speaker! Leave something for the rest of us! <br><br>Federer, Nadal, and Djokovic represent the most perfect convergence of sportsmanship, mental fortitude, and values ever seen in sports history. There have been geniuses in every era, but never before have we seen such a trio competing at the peak of their abilities simultaneously, embodying so many other characteristics beyond skill—regardless of personal preferences or favoritism. Can anyone think of another comparable trio?",0,2024-06-11T20:03:08Z
@ItojeGodfrey,Effortless is a myth,0,2024-06-11T19:57:45Z
@keatkit4163,How he remember all his notes 🤔🤔,0,2024-06-11T19:56:48Z
@joeyjonz1,Goat 🐐! And is that a damn protestor?!,0,2024-06-11T19:56:42Z
@robertpfann4816,Roger Federer managed to get me in tears in the year 2024,1,2024-06-11T19:52:45Z
@churchilljunior3305,Those making noise in the background whilst the GOAT speaks… classless Americans,1,2024-06-11T19:50:56Z
@eggprod0,Great Speech ! master punk sophomore summer ... did he said n? !  I lov&#39; him so much under microdose of LSD in the US ! Swiss Boss Style😛,0,2024-06-11T19:47:24Z
@escobarph,"Roger on that! That was a great speech and lesson from my favorite tennis player, one the greatest! Thanks for  being  a great influence in the tennis world!",1,2024-06-11T19:45:32Z
@thearnab,what do i keep hear yelling in the background???,0,2024-06-11T19:42:33Z
@ayoonak6569,I loooove Dartmouth and Hanover ❤,0,2024-06-11T19:41:56Z
@fiamond,Who are those yelling idiots,0,2024-06-11T19:37:50Z
@AMC-eq3jr,Thank you Dartmouth for recognizing a great man who happened to play tennis. What an inspirational speech to all attending the graduation.❤❤❤❤❤,9,2024-06-11T19:33:52Z
@counterculture10,&quot;Are you guys with me?&quot;<br>Are you kidding Roger? I&#39;m hanging on every word!,2,2024-06-11T19:22:22Z
@Ockv74,Love Roger!!!❤❤❤,1,2024-06-11T19:17:00Z
@annamoore836,Trying hard to focus on his words but there are some unruly people in the background. Rude:(,1,2024-06-11T19:12:38Z
@SainyaHokage,Roger is using prompters like a champ. Time to enter politics.. lol,0,2024-06-11T19:10:38Z
@mikezager3086,It’s a shame a great speech was tainted by a bunch of misguided losers full of hatred chanting in the background!,1,2024-06-11T19:08:19Z
@stephenieblakemore4754,what a wonderful speech!❤,0,2024-06-11T18:58:45Z
@sylviatrevino7282,Miss you sooo much on the tennis tournaments . You are the GOAT 😍,1,2024-06-11T18:56:35Z
@krrishagarwalla3325,"1. Effortless is a myth because nobody sees you making it effortless<br>2. You need a whole arsenal of strengths - win on the days you are not your best <br>3. Gift vs grit<br>4. Managing your life is a talent<br>5. Discipline and patience is a talent<br>6. You can work harder than you can imagine<br>7. Perfection is impossible - keep iterating<br>8. When you are playing a point it is the most important thing but when it is behind it is behind prepare for the next point<br>9. Master at over coming hard moments<br>10. Lose again and again and learn to deal with it<br>11. Work smarter<br>12. Life is bigger than a court, you profession cannot be your world<br>13. Never forgot from where you have came from ; Never lose the appetite for the big world<br>14. All of you have so much to give and you will find many ways to give. <br>15. Deep and wide - Be a T shaped human being<br>16. You are not successful on your own - everyone has a role to play, your family maybe more of a role",1,2024-06-11T18:54:58Z
@Avatar1178,What a brilliant speech - even teared up a couple of times. Federer never stops inspiring,0,2024-06-11T18:51:00Z
@joeburinskas8672,He&#39;s thr GOAT!,0,2024-06-11T18:49:40Z
@Methequeen,Federer = ❤<br>Graduates in keffiyehs = ❤,0,2024-06-11T18:46:43Z
@Halmorcat3061,He is the most influential tennis player of all time. No doubt! The best forehand in the game according to the players themselves. What a mind- rare is the likes of him.,1,2024-06-11T18:46:21Z
@suhasinivaradhan8950,Brilliance and humility embodies this man!,1,2024-06-11T18:44:59Z
@LinusFeynstein,Who is screaming in the background??,2,2024-06-11T18:40:50Z
@saraicastro151,"Roger is a wonderful human being, not just a great tennis player!!",0,2024-06-11T18:40:44Z
@leonardojoy,Goat,0,2024-06-11T18:39:33Z
@mingu1403,Roger you are the best🎉🎉🎉,0,2024-06-11T18:36:15Z
@Anikvikram,"1)Effortless is a myth,2) It&#39;s only a point,3)Life is bigger than the court,4) To hit but again pull back  (to give your best effort but also know how to withdraw).<br><br>Thank you, Roger I will remember your graduation speech.❤❤",0,2024-06-11T18:36:12Z
@maxmuller3466,I&#39;ve never been so jealous of not being able to attend a commencement speech,0,2024-06-11T18:35:34Z
@AllanTennis,The goat,0,2024-06-11T18:31:00Z
@luccaaleitee,"Não existe palavras para descrever Roger Federer, obrigado por tudo sempre!",0,2024-06-11T18:25:13Z
@garyslovin4050,"I cannot really add anything to these beautiful comments, but it seemed important to join in the chorus for this wonderful human being. He is speaking to the world if the world would only listen.",0,2024-06-11T18:16:32Z
@HaggaiChomba,Patience and discipline are also talent,0,2024-06-11T18:14:43Z
@arnoldgonzales7170,Wow! You’ve choked me Fed on your wonderful speech! Congratulations Dr. Roger Federer! 🍻👌🙏❤️,1,2024-06-11T18:13:33Z
@JaySHEK-k7u,"Boring and repetitive...stick to tennis, Roger.",2,2024-06-11T18:11:11Z
@gregjon2260,Thank you Roger!,0,2024-06-11T17:58:05Z
@shaivisharma3498,Just like his opening line &quot;Effortless is a myth&quot; his speech too seemed so effortless but captured his life lessons so perfectly. So many of us will save this speech and listen this on days we feel we have aced our game and even on days when self doubt knocks us down on the green grass. Salute to the GOAT❤,8,2024-06-11T17:57:01Z
@edsonbagio6863,Good to hear from a great champ. My favourite Tennis player.,1,2024-06-11T17:56:47Z
@danieljraj,Fact : You can like this by double tapping on the comment .. Love ❤️ Roger,0,2024-06-11T17:47:20Z
@mohammedZxt,The GOAT 🐐<br>Thank you for the memories.<br>Thank you for the journey.<br>Thank you for the lessons.<br>We will miss you.,13,2024-06-11T17:45:14Z
@brianchau5384,Roger Federer has the best side of who humans should be.  He is the best of the best!,1,2024-06-11T17:44:23Z
@illfayze,Is there more to Dartmouth than pong? I&#39;m not sure if I can relate 😅,0,2024-06-11T17:43:56Z
@raedgaj3878,Ids someone cloning Ben Shapiro&#39;s?,0,2024-06-11T17:37:55Z
@RuiOrlandoPereiraMarques,Lenda em todos os sentidos.  ❤❤❤,0,2024-06-11T17:35:07Z
@davidsartorius6631,What are the annoying background noises? Some women yelling,0,2024-06-11T17:33:00Z
@GauravShroff4292,Can we get rid of the lady shouting in the background,0,2024-06-11T17:31:35Z
@rvijay80,"Love you Roger and envy you too, how can you be best in whatever you do, Miss you on court but glad to witness these special moments of your second innings ❤😊",0,2024-06-11T17:30:00Z
@spenxerbdp9809,Hopp schwiiz,0,2024-06-11T17:22:09Z
@MD-bp6mz,Great speech to the graduating class. Great lesson to us all. Thank you Roger!,0,2024-06-11T17:20:21Z
